month,year,region,refinery,oil_name_en,oil_name_cn,origin_region,volume_10kt,source_file,source_sheet,source_row,source_col,is_total_row
2026-04,2026,山东,亚通石化,Espo,埃斯坡,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,25,5,False
2026-04,2026,山东,亚通石化,Urals,乌拉尔,俄罗斯,18.2,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,25,6,False
2026-04,2026,山东,京博石化,Indonesia Blend/Singma/Leng blend,辛格玛、印尼混等,亚洲,24.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,38,72,False
2026-04,2026,山东,利津石化,Espo,埃斯坡,俄罗斯,31.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,11,5,False
2026-04,2026,山东,华星石化,Malaysia Blend,马混,亚洲,30.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,17,71,False
2026-04,2026,山东,华联石化,Espo,埃斯坡,俄罗斯,18.48,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,15,5,False
2026-04,2026,山东,垦利石化,Espo,埃斯坡,俄罗斯,26.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,24,5,False
2026-04,2026,东北,大连恒力,Malaysia Blend,马混,亚洲,101.3,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,45,71,False
2026-04,2026,东北,大连恒力,Urals,乌拉尔,俄罗斯,40.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,45,6,False
2026-04,2026,山东,寿光鲁清,Malaysia Blend,马混,亚洲,21.47,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,31,71,False
2026-04,2026,山东,无棣鑫岳,Malaysia Blend,马混,亚洲,23.4,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,39,71,False
2026-04,2026,山东,日照岚桥,Indonesia Blend/Singma/Leng blend,辛格玛、印尼混等,亚洲,18.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,35,72,False
2026-04,2026,山东,昌邑石化,Malaysia Blend,马混,亚洲,21.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,32,71,False
2026-04,2026,陕西,榆林,Murban,穆尔班,中东,9.4,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,57,62,False
2026-04,2026,山东,正和石化,Espo,埃斯坡,俄罗斯,30.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,20,5,False
2026-04,2026,华东,江苏新海,Sakhalin,萨哈林,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,66,8,False
2026-04,2026,华东,江苏新海,Sokol,索科尔,俄罗斯,5.3,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,66,7,False
2026-04,2026,华东,江苏新海,Varandey,瓦兰杰伊,俄罗斯,6.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,66,11,False
2026-04,2026,华北,河北鑫海,Urals,乌拉尔,俄罗斯,27.5,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,53,6,False
2026-04,2026,华北,河南丰利,Espo,埃斯坡,俄罗斯,17.1,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,55,5,False
2026-04,2026,华东,浙石化,ARABIAN,沙特原油,中东,139.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,65,56,False
2026-04,2026,华东,浙石化,AWB/BHB/TMX,,北美,56.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,65,102,False
2026-04,2026,华东,浙石化,Upper Zakum,阿布扎库姆,中东,13.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,65,57,False
2026-04,2026,山东,海科瑞林,Espo,埃斯坡,俄罗斯,14.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,29,5,False
2026-04,2026,山东,海科瑞林,NovyPort,新港,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,29,10,False
2026-04,2026,华中,潜江金澳,Malaysia Blend,马混,亚洲,30.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,69,71,False
2026-04,2026,东北,盘锦宝来,Buzios,布齐奥斯,中南美,16.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,48,112,False
2026-04,2026,东北,盘锦宝来,Dalia,达连,非洲,14.8,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,48,22,False
2026-04,2026,东北,盘锦宝来,Lula/Tupi,卢拉/图皮,中南美,29.4,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,48,110,False
2026-04,2026,东北,盘锦宝来,Mostarda,芥末,非洲,12.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,48,47,False
2026-04,2026,东北,盘锦浩业,Olombendo,,非洲,9.06,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,47,49,False
2026-04,2026,东北,盘锦浩业,Upper Zakum,阿布扎库姆,中东,4.2,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,47,57,False
2026-04,2026,华东,盛虹石化,ARABIAN,沙特原油,中东,27.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,67,56,False
2026-04,2026,华东,盛虹石化,Malaysia Blend,马混,亚洲,108.5,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,67,71,False
2026-04,2026,山东,神驰化工,Espo,埃斯坡,俄罗斯,24.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,23,5,False
2026-04,2026,山东,联合石化,Espo,埃斯坡,俄罗斯,22.2,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,10,5,False
2026-04,2026,山东,联合石化,Varandey,瓦兰杰伊,俄罗斯,9.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,10,11,False
2026-04,2026,山东,胜星化工,Espo,埃斯坡,俄罗斯,5.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,19,5,False
2026-04,2026,山东,胜星化工,Malaysia Blend,马混,亚洲,18.9,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,19,71,False
2026-04,2026,山东,裕龙石化,Espo,埃斯坡,俄罗斯,129.5,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,33,5,False
2026-04,2026,山东,裕龙石化,Sokol,索科尔,俄罗斯,9.5,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,33,7,False
2026-04,2026,山东,裕龙石化,Urals,乌拉尔,俄罗斯,20.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,33,6,False
2026-04,2026,东北,辽宁华锦,Espo,埃斯坡,俄罗斯,37.8,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,50,5,False
2026-04,2026,山东,金诚石化,Malaysia Blend,马混,亚洲,36.3,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,5,71,False
2026-04,2026,山东,鑫泰石化,Espo,埃斯坡,俄罗斯,24.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,8,5,False
2026-04,2026,山东,齐成石化,Espo,埃斯坡,俄罗斯,26.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,12,5,False
2026-04,2026,山东,齐成石化,Malaysia Blend,马混,亚洲,10.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,12,71,False
2026-04,2026,山东,齐润化工,Malaysia Blend,马混,亚洲,22.0,OILCHEM中国独立炼厂数据监测报告202604.xlsx,2C炼厂加工进口原油详解,27,71,False
2026-05,2026,山东,万达天弘,Espo,埃斯坡,俄罗斯,30.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,13,5,False
2026-05,2026,山东,万达天弘,Sokol,索科尔,俄罗斯,11.7,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,13,7,False
2026-05,2026,山东,万通石化,Malaysia Blend,马混,亚洲,21.57,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,26,71,False
2026-05,2026,山东,东方华龙,Malaysia Blend,马混,亚洲,27.6,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,16,71,False
2026-05,2026,山东,东明石化,Malaysia Blend,马混,亚洲,46.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,43,71,False
2026-05,2026,山东,东明石化,Urals,乌拉尔,俄罗斯,5.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,43,6,False
2026-05,2026,山东,中化弘润,Malaysia Blend,马混,亚洲,27.37,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,34,71,False
2026-05,2026,山东,亚通石化,Espo,埃斯坡,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,25,5,False
2026-05,2026,山东,亚通石化,Urals,乌拉尔,俄罗斯,18.95,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,25,6,False
2026-05,2026,山东,京博石化,Indonesia Blend/Singma/Leng blend,辛格玛、印尼混等,亚洲,24.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,38,72,False
2026-05,2026,山东,利津石化,Espo,埃斯坡,俄罗斯,32.7,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,11,5,False
2026-05,2026,山东,华星石化,Malaysia Blend,马混,亚洲,31.7,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,17,71,False
2026-05,2026,山东,华联石化,Espo,埃斯坡,俄罗斯,15.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,15,5,False
2026-05,2026,山东,华联石化,Varandey,瓦兰杰伊,俄罗斯,9.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,15,11,False
2026-05,2026,山东,垦利石化,Espo,埃斯坡,俄罗斯,31.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,24,5,False
2026-05,2026,东北,大连恒力,Malaysia Blend,马混,亚洲,125.97,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,45,71,False
2026-05,2026,东北,大连恒力,Urals,乌拉尔,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,45,6,False
2026-05,2026,山东,寿光鲁清,Malaysia Blend,马混,亚洲,23.3,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,31,71,False
2026-05,2026,山东,无棣鑫岳,Malaysia Blend,马混,亚洲,24.18,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,39,71,False
2026-05,2026,山东,日照岚桥,Indonesia Blend/Singma/Leng blend,辛格玛、印尼混等,亚洲,7.4,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,35,72,False
2026-05,2026,山东,昌邑石化,Malaysia Blend,马混,亚洲,14.5,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,32,71,False
2026-05,2026,陕西,榆林,CPC,,亚洲,13.5,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,57,89,False
2026-05,2026,陕西,榆林,Lula/Tupi,卢拉/图皮,中南美,13.2,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,57,110,False
2026-05,2026,山东,正和石化,Espo,埃斯坡,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,20,5,False
2026-05,2026,山东,正和石化,Malaysia Blend,马混,亚洲,21.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,20,71,False
2026-05,2026,华东,江苏新海,Sakhalin,萨哈林,俄罗斯,12.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,66,8,False
2026-05,2026,华东,江苏新海,Varandey,瓦兰杰伊,俄罗斯,8.5,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,66,11,False
2026-05,2026,华北,河北鑫海,Malaysia Blend,马混,亚洲,37.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,53,71,False
2026-05,2026,华北,河北鑫海,Urals,乌拉尔,俄罗斯,5.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,53,6,False
2026-05,2026,华北,河南丰利,Espo,埃斯坡,俄罗斯,18.6,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,55,5,False
2026-05,2026,华东,浙石化,ARABIAN,沙特原油,中东,84.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,56,False
2026-05,2026,华东,浙石化,AWB/BHB/TMX,,北美,55.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,102,False
2026-05,2026,华东,浙石化,Atapu,阿塔普,中南美,14.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,127,False
2026-05,2026,华东,浙石化,Castilla,卡斯蒂拉,中南美,24.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,108,False
2026-05,2026,华东,浙石化,Iracema,伊拉塞玛,中南美,4.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,118,False
2026-05,2026,华东,浙石化,Lula/Tupi,卢拉/图皮,中南美,8.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,110,False
2026-05,2026,华东,浙石化,Oman,阿曼,中东,26.2,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,51,False
2026-05,2026,华东,浙石化,Sepia,塞皮亚,中南美,14.2,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,65,126,False
2026-05,2026,山东,海科瑞林,NovyPort,新港,俄罗斯,15.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,29,10,False
2026-05,2026,山东,海科瑞林,Urals,乌拉尔,俄罗斯,9.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,29,6,False
2026-05,2026,华中,潜江金澳,Malaysia Blend,马混,亚洲,28.6,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,69,71,False
2026-05,2026,东北,盘锦宝来,Buzios,布齐奥斯,中南美,16.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,48,112,False
2026-05,2026,东北,盘锦宝来,Dalia,达连,非洲,5.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,48,22,False
2026-05,2026,东北,盘锦宝来,Lula/Tupi,卢拉/图皮,中南美,14.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,48,110,False
2026-05,2026,东北,盘锦宝来,Mostarda,芥末,非洲,13.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,48,47,False
2026-05,2026,东北,盘锦宝来,Sururu,苏鲁鲁,中南美,14.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,48,125,False
2026-05,2026,华东,盛虹石化,ARABIAN,沙特原油,中东,10.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,67,56,False
2026-05,2026,华东,盛虹石化,Malaysia Blend,马混,亚洲,124.5,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,67,71,False
2026-05,2026,山东,神驰化工,Espo,埃斯坡,俄罗斯,24.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,23,5,False
2026-05,2026,山东,联合石化,Espo,埃斯坡,俄罗斯,20.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,10,5,False
2026-05,2026,山东,联合石化,Varandey,瓦兰杰伊,俄罗斯,13.3,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,10,11,False
2026-05,2026,山东,胜星化工,Espo,埃斯坡,俄罗斯,5.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,19,5,False
2026-05,2026,山东,胜星化工,Malaysia Blend,马混,亚洲,19.8,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,19,71,False
2026-05,2026,山东,裕龙石化,Espo,埃斯坡,俄罗斯,112.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,33,5,False
2026-05,2026,山东,裕龙石化,Sokol,索科尔,俄罗斯,9.3,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,33,7,False
2026-05,2026,山东,裕龙石化,Urals,乌拉尔,俄罗斯,38.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,33,6,False
2026-05,2026,东北,辽宁华锦,Espo,埃斯坡,俄罗斯,23.2,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,50,5,False
2026-05,2026,东北,辽宁华锦,Urals,乌拉尔,俄罗斯,14.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,50,6,False
2026-05,2026,山东,金诚石化,Malaysia Blend,马混,亚洲,40.3,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,5,71,False
2026-05,2026,山东,鑫泰石化,Espo,埃斯坡,俄罗斯,20.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,8,5,False
2026-05,2026,山东,齐成石化,Espo,埃斯坡,俄罗斯,10.0,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,12,5,False
2026-05,2026,山东,齐成石化,Malaysia Blend,马混,亚洲,24.2,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,12,71,False
2026-05,2026,山东,齐润化工,Malaysia Blend,马混,亚洲,25.5,OILCHEM中国独立炼厂数据监测报告202605.xlsx,2C炼厂加工进口原油详解,27,71,False
